"EIR","IC50_SP","Indicator_40_b"
"100",6.7779911698157,30
"100",2.3719351957351,35
"100",2.3996530673117,35
"100",3.7065546295473,32.375
"100",0.0384777215855,40
"100",8.7134879812012,30
"100",4.3715666669927,30.25
"100",0.2047215523218,40
"100",1.7365042125599,35
"100",5.9067972679034,30
"100",4.45673427045712,30
"100",7.7285411008177,30
"100",99.4496419795462,0
"100",1.5383034751269,35
"100",7.93687624957,30
"100",9.69758949161595,28.5
"100",5.05489826109323,30
"100",6.7886179650229,30
"100",4.9782974314909,30
"100",7.9755754272545,30
"100",0.4997146911271,40
"100",2.03813001628244,35
"100",2.0820029216778,35
"100",0.104817205219,40
"100",48.7429957781248,15
"100",53.0210579265675,15
"100",91.6543626520036,0
"100",69.8810407987523,9.5
"100",24.2020732836452,21.5
"100",55.6267455435126,14.25
"100",2.75962301285728,34.75
"100",86.7094688707133,0
"100",33.0197201734909,20
"100",15.436496049435,25
"100",22.0070280343056,23.25
"100",41.6259898935561,15.5
"100",52.4427210839872,15
"100",50.3244690399545,15
"100",81.8867445040771,0
"100",35.6178035083971,20
"100",88.7989953190098,0
"100",42.1616224517454,15.25
"100",7.22924815598211,30
"100",75.7365819510643,2.5
"100",45.8982572095402,15
"100",25.6485197059716,20.25
"100",8.23195874775386,30
"100",36.301947326326,20
"100",40.7634974183357,16.875
"100",87.6822885946697,0
"100",32.2067731731569,20
"100",51.6472977991322,15
"100",3.23462948735229,34.75
"100",34.6458284297994,20
"100",46.9443607878447,15
"100",94.1954065713611,0
"100",29.4773504482683,20
"100",14.2866080390612,25
"100",37.8753251882804,19.25
"100",1.40330420385734,35
"100",77.8905804401659,0.625
"100",79.4087615125977,0.25
"100",65.4297232455956,10
"100",56.7473918421577,13.25
"100",26.7085340378803,20
"100",58.5681392829646,12
"100",72.1402352067388,8.125
"100",54.209717342334,15
"100",49.3301766536226,15
"100",60.1204790752184,10.5
"100",16.4173564162771,25
"100",12.7068819173186,25
"100",38.0509732608655,19.25
"100",59.4684207868236,10.875
"100",84.5358617155812,0
"100",17.3984167048105,25
"100",11.3275372418373,25.5
"100",73.4461362426354,5.25
"100",83.5889742237996,0
"100",95.7274375729821,0
"100",20.0157919643488,24.75
"100",80.1852356860825,0.25
"100",97.1796909824066,0
"100",71.5834748483734,8.5
"100",67.6046283955848,10
"100",93.8283453591655,0
"100",61.5775913137111,10
"100",62.9932643532541,10
"100",74.917018614896,4
"100",0.390156231856126,40
"100",68.3869062549592,10
"100",23.4778991631348,21.625
"100",18.3607773089861,25
"100",43.317166507401,15
"100",30.9621782384508,20
"100",13.526237797451,25
"100",22.3313167171935,22.25
"100",39.9148165435991,18
"100",76.3917947191315,1.5
"100",98.5224054488396,0
